[2025-11-07 14:10:21] [INFO    ] discord.client: logging in using static token
[2025-11-07 14:17:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:17:35.199000+00:00', 'pinned': False, 'nonce': '1436434426786480128', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:05:40.394000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436434427591917739', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'tarek_zer', 'public_flags': 0, 'primary_guild': None, 'id': '1182933098099392585', 'global_name': 'tarek', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:17:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:17:36] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:17:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:17:36.606000+00:00', 'pinned': False, 'nonce': '18100678951069811310', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436434433493172398', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Avis reçu et enregistré avec succès !', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'discriminator': '7323', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:17:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:17:36] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:17:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages with {"content":" Avis re\u00e7u et enregistr\u00e9 avec succ\u00e8s !","components":[],"nonce":"18100678951069811310","enforce_nonce":true,"tts":false} has returned 200
[2025-11-07 14:17:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages has received {'type': 0, 'content': 'Avis reçu et enregistré avec succès !', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-07T19:17:36.606000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1436434433493172398', 'channel_id': '1435374465390346362', 'author': {'id': '1435363417039835238', 'username': 'BotDeTarek-genielog', 'avatar': None, 'discriminator': '7323', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '18100678951069811310'}
[2025-11-07 14:17:36] [DEBUG   ] discord.client: Dispatching event command_error
[2025-11-07 14:17:36] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "avis" is not found
[2025-11-07 14:17:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:17:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:18:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:18:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:19:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:19:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:19:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:19:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:20:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:20:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:21:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:21:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:22:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:22:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:22:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:22:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:23:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:23:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:24:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:24:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:24:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:24:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:25:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:25:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:26:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:26:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:26:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:26:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:27:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:27:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:28:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:28:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:28:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:28:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:29:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:29:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:30:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:30:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:30:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:30:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:31:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:31:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:32:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:32:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:33:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:33:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:33:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:33:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:34:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:34:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:35:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:35:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:35:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:35:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:36:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:36:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:37:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:37:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:37:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:37:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:38:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:38:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:39:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:39:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:39:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:39:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:40:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:40:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:41:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:41:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:41:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:41:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:42:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:42:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:43:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:43:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:44:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:44:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:44:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:44:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:45:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:45:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:46:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:46:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:46:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:46:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:47:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:47:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:48:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:48:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:48:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:48:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:49:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 1, 'd': None}
[2025-11-07 14:49:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:49:45] [WARNING ] discord.gateway: Can't keep up, shard ID None websocket is 26.2s behind.
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-11-07 14:51:52] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-11-07 14:51:52] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-d.discord.gg
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-d-4msv",{"micros":0.0}]']}}
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-11-07 14:51:52] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-11-07 14:51:52] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-11-07 14:51:52] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-d.discord.gg
[2025-11-07 14:51:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-d-q6t0",{"micros":0.0}]']}}
[2025-11-07 14:51:57] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-11-07 14:51:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:51:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'BotDeTarek-genielog', 'primary_guild': None, 'mfa_enabled': False, 'id': '1435363417039835238', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '7323', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '7d08ec2aadb8fa8ed3791aaa427c0843', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1435374464392233103'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['newark', 'us-east', 'us-central', 'atlanta', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1435363417039835238', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-d-q6t0",{"micros":135755,"calls":["id_created",{"micros":397,"calls":[]},"session_lookup_time",{"micros":1398,"calls":[]},"session_lookup_finished",{"micros":14,"calls":[]},"discord-sessions-prd-2-75",{"micros":133675,"calls":["start_session",{"micros":128675,"calls":["discord-api-rpc-cbdd8d977-fs7b7",{"micros":78236,"calls":["get_user",{"micros":21215},"get_guilds",{"micros":3861},"send_scheduled_deletion_message",{"micros":16},"guild_join_requests",{"micros":458},"authorized_ip_coro",{"micros":35},"pending_payments",{"micros":38365},"apex_experiments",{"micros":4229},"user_activities",{"micros":5},"played_application_ids",{"micros":3},"linked_users",{"micros":2}]}]},"starting_guild_connect",{"micros":31,"calls":[]},"presence_started",{"micros":317,"calls":[]},"guilds_started",{"micros":59,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":0,"calls":[]},"presence_connect",{"micros":4539,"calls":[]},"connect_finished",{"micros":4581,"calls":[]},"build_ready",{"micros":9,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-11-07 14:51:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:51:57] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 7d08ec2aadb8fa8ed3791aaa427c0843).
[2025-11-07 14:51:57] [DEBUG   ] discord.client: Dispatching event connect
[2025-11-07 14:51:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'application_command_counts': {}, 'afk_timeout': 300, 'member_count': 2, 'roles': [{'version': 1762290340515, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1435374464392233103', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1762290378812, 'unicode_emoji': None, 'tags': {'bot_id': '1435363417039835238'}, 'position': 1, 'permissions': '563276639497216', 'name': 'bot', 'mentionable': False, 'managed': True, 'id': '1435374625788792944', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'preferred_locale': 'en-US', 'discovery_splash': None, 'banner': None, 'stage_instances': [], 'safety_alerts_channel_id': None, 'profile': None, 'hub_type': None, 'id': '1435374464392233103', 'voice_states': [], 'premium_features': None, 'premium_subscription_count': 0, 'name': 'Serveur de tarek', 'vanity_url_code': None, 'icon': None, 'inventory_settings': None, 'afk_channel_id': None, 'verification_level': 0, 'home_header': None, 'region': 'deprecated', 'threads': [], 'explicit_content_filter': 0, 'moderator_reporting': None, 'latest_onboarding_question_id': None, 'rules_channel_id': None, 'max_members': 25000000, 'stickers': [], 'owner_id': '1182933098099392585', 'description': None, 'features': [], 'members': [{'user': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7323', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'owner_configured_content_level': 0, 'system_channel_id': '1435374465390346362', 'max_stage_video_channel_users': 50, 'unavailable': False, 'guild_scheduled_events': [], 'lazy': True, 'premium_progress_bar_enabled': False, 'nsfw_level': 0, 'application_id': None, 'mfa_level': 0, 'incidents_data': None, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'premium_tier': 0, 'emojis': [], 'presences': [], 'default_message_notifications': 0, 'channels': [{'version': 1762290340519, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons textuels', 'id': '1435374465390346360', 'flags': 0}, {'version': 1762290340526, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons vocaux', 'id': '1435374465390346361', 'flags': 0}, {'version': 1762290340546, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1435374465390346360', 'name': 'général', 'last_message_id': '1436434433493172398', 'id': '1435374465390346362', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1762290340567, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1435374465390346361', 'name': 'Général', 'last_message_id': None, 'id': '1435374465390346363', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1762370764554, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1435374465390346360', 'name': 'avis-étudiant', 'last_message_id': '1436432621772083413', 'id': '1435711788196036608', 'flags': 0}], 'large': False, 'embedded_activities': [], 'nsfw': False, 'version': 1762370752254, 'activity_instances': [], 'system_channel_flags': 0, 'public_updates_channel_id': None, 'max_video_channel_users': 25, 'splash': None, 'soundboard_sounds': []}}
[2025-11-07 14:51:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:51:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '14e929d4e61c988b65196bb11edbc028', 'members': [{'user': {'username': 'tarek_zer', 'public_flags': 0, 'primary_guild': None, 'id': '1182933098099392585', 'global_name': 'tarek', 'display_name_styles': None, 'display_name': 'tarek', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:05:40.394000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7323', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1435374464392233103', 'chunk_index': 0, 'chunk_count': 1}}
[2025-11-07 14:51:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:51:57] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1435374464392233103.
[2025-11-07 14:51:59] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-11-07 14:51:59] [DEBUG   ] discord.client: Dispatching event ready
[2025-11-07 14:52:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:52:00.151000+00:00', 'pinned': False, 'nonce': '10929249374119614561', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436443088628355144', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'discriminator': '7323', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:52:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:52:00] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:52:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages with {"content":" Bonjour \u00e0 tous sur **Serveur de tarek** ! Le bot est maintenant en ligne \ud83d\ude80\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficult\u00e9: 7 | Charge: 6 | Commentaire: Projet int\u00e9ressant mais long\n```","components":[],"nonce":"10929249374119614561","enforce_nonce":true,"tts":false} has returned 200
